基金類型,基金名稱,基金統編,手續費,保管費,經理人姓名,性別,學歷,經理人,期間(月),操作績效(%),台股績效(%),begin_date,end_date
債券型海外債券投資等級,復華南非幣短期收益基金A不配息,31901878A,3.0,0.16,吳宜潔,,"清華大學計量財務金融系
臺灣大學財務金融研究所
美國德州農工大學財務金融研究所",吳宜潔,14,5.99,-11.75,2014-09-05,2015-11-30
債券型海外債券投資等級,復華南非幣短期收益基金A不配息,31901878A,3.0,0.16,吳易欣,男,"政治大學經濟系
政治大學金融研究所",吳易欣,21,6.8,23.84,2012-12-11,2014-09-04
債券型海外債券投資等級,瑞銀優質精選收益基金-B月配息(南非幣)(本基金之配息來源可能為本金),77652845H,3.0,0.26,鍾君長,,國立中山大學經濟學研究所碩士,鍾君長,15,8.97,59.22,2020-05-15,
債券型海外債券投資等級,復華南非幣短期收益基金B配息(基金之配息來源可能為本金),31901878B,3.0,0.16,吳宜潔,,"清華大學計量財務金融系
臺灣大學財務金融研究所
美國德州農工大學財務金融研究所",吳宜潔,59,40.16,92.6,2016-09-14,
債券型海外債券投資等級,復華南非幣短期收益基金B配息(基金之配息來源可能為本金),31901878B,3.0,0.16,汪誠一,男,"中央大學 企業管理學系
中央大學 企業管理研究所",汪誠一,1,0.44,-2.29,2016-08-09,2016-09-13
債券型海外債券投資等級,復華南非幣短期收益基金B配息(基金之配息來源可能為本金),31901878B,3.0,0.16,薛志賢,男,台灣大學工商管理學系加拿大多倫多大學企業管理研究所,薛志賢,8,5.22,9.97,2015-12-01,2016-08-08
債券型海外債券投資等級,復華南非幣短期收益基金B配息(基金之配息來源可能為本金),31901878B,3.0,0.16,吳宜潔,,"清華大學計量財務金融系
臺灣大學財務金融研究所
美國德州農工大學財務金融研究所",吳宜潔,14,6.76,-11.75,2014-09-05,2015-11-30
債券型海外債券投資等級,復華南非幣短期收益基金B配息(基金之配息來源可能為本金),31901878B,3.0,0.16,吳易欣,男,"政治大學經濟系
政治大學金融研究所",吳易欣,21,6.79,23.84,2012-12-11,2014-09-04
債券型海外債券投資等級,凱基2025到期優先順位新興市場債券基金A不配息(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),76317648C,3.0,0.12,何立凱,,政治大學國貿所,何立凱,22,9.18,54.97,2019-10-15,
債券型海外債券投資等級,凱基2025到期優先順位新興市場債券基金B配息(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),76317648D,3.0,0.12,何立凱,,政治大學國貿所,何立凱,22,9.03,54.97,2019-10-15,
債券型海外債券投資等級,第一金四年到期新興市場投資級債券基金B配息(南非幣)(本基金有相當比重得投資於非投資等級之高風險債券且配息來源可能為本金),77813048H,4.0,0.12,張欣瑜,女,輔仁大學金融與國際企業學系碩士,張欣瑜,15,3.19,57.37,2020-05-29,
債券型海外債券投資等級,野村四年階梯到期新興市場債券基金-累積型(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),72939125E,2.5,0.12,范鈺琦,,中歐國際工商學院工商管理碩士,范鈺琦,42,10.38,54.3,2018-02-01,
債券型海外債券投資等級,群益全球策略收益金融債券基金A累積型(美元)(本子基金有一定比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),76344835E,3.0,0.26,徐建華,男,輔仁大學金融所碩士,徐建華,22,8.94,56.3,2019-10-08,
債券型海外債券投資等級,群益全球策略收益金融債券基金NA累積型(美元)(本子基金有一定比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),76344835G,3.0,0.26,徐建華,男,輔仁大學金融所碩士,徐建華,22,8.94,56.3,2019-10-08,
債券型海外債券投資等級,群益全球策略收益金融債券基金NB月配型(美元)(本子基金有一定比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),76344835H,3.0,0.26,徐建華,男,輔仁大學金融所碩士,徐建華,22,8.95,56.3,2019-10-08,
債券型海外債券投資等級,群益全球策略收益金融債券基金B月配型(美元)(本子基金有一定比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),76344835F,3.0,0.26,徐建華,男,輔仁大學金融所碩士,徐建華,22,8.95,56.3,2019-10-08,
債券型海外債券投資等級,野村四年階梯到期新興市場債券基金-季配型(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),72939125F,2.5,0.12,范鈺琦,,中歐國際工商學院工商管理碩士,范鈺琦,42,10.39,54.3,2018-02-01,
債券型海外債券投資等級,聯邦2023年到期全球ESG優質債券基金-A不配息(美元)(本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),88112682E,3.0,0.12,延任,,私立輔仁大學管理學院金融與國際企業學系,延任,9,1.78,24.08,2020-11-23,
債券型海外債券投資等級,聯邦2023年到期全球ESG優質債券基金-B季配息(美元)(本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),88112682F,3.0,0.12,延任,,私立輔仁大學管理學院金融與國際企業學系,延任,9,1.77,24.08,2020-11-23,
債券型海外債券投資等級,柏瑞ESG量化債券基金A不配息(人民幣)(本基金有一定比重得投資於非投資等級之高風險債券),76886182J,3.0,0.2,施宜君,女,國立政治大學金融研究所碩士,施宜君,19,8.59,50.76,2020-01-30,
債券型海外債券投資等級,柏瑞ESG量化債券基金N9不配息(人民幣)(本基金有一定比重得投資於非投資等級之高風險債券),76886182M,3.0,0.2,施宜君,女,國立政治大學金融研究所碩士,施宜君,19,8.59,50.76,2020-01-30,
債券型海外債券投資等級,柏瑞ESG量化債券基金B月配息(人民幣)(本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),76886182K,3.0,0.2,施宜君,女,國立政治大學金融研究所碩士,施宜君,19,8.58,50.76,2020-01-30,
債券型海外債券投資等級,柏瑞ESG量化債券基金N月配息(人民幣)(本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),76886182L,3.0,0.2,施宜君,女,國立政治大學金融研究所碩士,施宜君,19,8.58,50.76,2020-01-30,
債券型海外債券投資等級,柏瑞全球策略量化債券基金N月配息(人民幣)(本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),88172061M,3.0,0.2,陳柏元,男,美國凱斯西儲大學財務管理所,陳柏元,4,1.28,-0.6,2021-04-20,
債券型海外債券投資等級,柏瑞全球策略量化債券基金N9不配息(人民幣)(本基金有一定比重得投資於非投資等級之高風險債券),88172061N,3.0,0.2,陳柏元,男,美國凱斯西儲大學財務管理所,陳柏元,4,1.28,-0.6,2021-04-20,
債券型海外債券投資等級,柏瑞全球策略量化債券基金A不配息(人民幣)(本基金有一定比重得投資於非投資等級之高風險債券),88172061K,3.0,0.2,陳柏元,男,美國凱斯西儲大學財務管理所,陳柏元,4,1.28,-0.6,2021-04-20,
債券型海外債券投資等級,柏瑞全球策略量化債券基金B月配息(人民幣)(本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),88172061L,3.0,0.2,陳柏元,男,美國凱斯西儲大學財務管理所,陳柏元,4,1.28,-0.6,2021-04-20,
債券型海外債券投資等級,野村全球金融收益基金-月配N類型(人民幣)(本基金配息來源可能為本金),72961391K,3.0,0.26,林詩孟,男,東吳大學國際貿易所,林詩孟,13,6.0,41.64,2020-07-17,
債券型海外債券投資等級,野村全球金融收益基金-月配N類型(人民幣)(本基金配息來源可能為本金),72961391K,3.0,0.26,范鈺琦,,中歐國際工商學院工商管理碩士,范鈺琦,13,8.41,15.79,2019-06-03,2020-07-16
債券型海外債券投資等級,野村全球金融收益基金-月配型(人民幣)(本基金配息來源可能為本金),72961391G,3.0,0.26,林詩孟,男,東吳大學國際貿易所,林詩孟,13,5.95,41.64,2020-07-17,
債券型海外債券投資等級,野村全球金融收益基金-月配型(人民幣)(本基金配息來源可能為本金),72961391G,3.0,0.26,范鈺琦,,中歐國際工商學院工商管理碩士,范鈺琦,23,14.27,12.65,2018-08-21,2020-07-16
債券型海外債券投資等級,野村全球金融收益基金-累積型(人民幣)(本基金配息來源可能為本金),72961391F,3.0,0.26,林詩孟,男,東吳大學國際貿易所,林詩孟,13,5.96,41.64,2020-07-17,
債券型海外債券投資等級,野村全球金融收益基金-累積型(人民幣)(本基金配息來源可能為本金),72961391F,3.0,0.26,范鈺琦,,中歐國際工商學院工商管理碩士,范鈺琦,23,14.28,12.65,2018-08-21,2020-07-16
債券型海外債券投資等級,保德信四年到期新興市場基礎建設債券基金-累積型(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),88096487E,3.0,0.13,鄭宇君,男,臺灣大學財務金融系碩士,鄭宇君,0,0.25,-0.16,2021-08-01,
債券型海外債券投資等級,保德信四年到期新興市場基礎建設債券基金-累積型(人民幣)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),88096487E,3.0,0.13,許(豐弟)勻,女,淡江大學財務金融碩士,許(豐弟)勻,10,4.73,34.87,2020-09-14,2021-07-31
債券型海外債券投資等級,凱基2024到期新興市場債券基金(美元)(本基金有相當比重投資於非投資等級之高風險債券),72974804A,3.0,0.12,劉書銘,男,中山大學經研所碩士,劉書銘,35,21.2,57.06,2018-09-03,
債券型海外債券投資等級,德銀遠東2024年到期新興市場債券基金(美元)(本基金有相當比重投資於非投資等級之高風險債券),73636351A,2.0,0.12,潘秀慧,女,銘傳大學 財務金融所碩士,潘秀慧,34,19.38,58.51,2018-10-03,
債券型海外債券投資等級,宏利亞太入息債券基金-A不配息(人民幣避險),25630146D,2.0,0.17,劉佳雨,男,東吳大學 商學院國際貿易學系國際貿易金融組碩士,劉佳雨,55,26.2,84.01,2017-01-06,
債券型海外債券投資等級,宏利亞太入息債券基金-A不配息(人民幣避險),25630146D,2.0,0.17,陳培倫,女,國立台北大學 合作經濟學系碩士,陳培倫,3,0.05,0.44,2016-10-21,2017-01-05
債券型海外債券投資等級,宏利亞太入息債券基金-A不配息(人民幣避險),25630146D,2.0,0.17,王建欽,,老道明大學(美國維州)企業管理碩士,王建欽,19,14.27,-4.44,2015-03-20,2016-10-20
債券型海外債券投資等級,路博邁優質企業債券基金T累積型(人民幣)(本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),76864027I,5.0,0.22,黃奕栩,男,國立政治大學金融學系碩士,黃奕栩,9,3.11,25.02,2020-11-19,
債券型海外債券投資等級,路博邁優質企業債券基金T累積型(人民幣)(本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),76864027I,5.0,0.22,張智堯,女,國立臺灣大學經濟學系,張智堯,2,3.31,12.59,2020-09-26,2020-11-18
債券型海外債券投資等級,路博邁優質企業債券基金T累積型(人民幣)(本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),76864027I,5.0,0.22,李艾倫,女,國立臺灣大學財務金融學系,李艾倫,8,2.6,1.18,2020-01-17,2020-09-25
債券型海外債券投資等級,路博邁優質企業債券基金N累積型(人民幣)(本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),76864027K,3.0,0.22,黃奕栩,男,國立政治大學金融學系碩士,黃奕栩,9,3.11,25.02,2020-11-19,
債券型海外債券投資等級,路博邁優質企業債券基金N累積型(人民幣)(本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),76864027K,3.0,0.22,張智堯,女,國立臺灣大學經濟學系,張智堯,2,3.31,12.59,2020-09-26,2020-11-18
債券型海外債券投資等級,路博邁優質企業債券基金N累積型(人民幣)(本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),76864027K,3.0,0.22,李艾倫,女,國立臺灣大學財務金融學系,李艾倫,8,2.6,1.18,2020-01-17,2020-09-25
債券型海外債券投資等級,富邦三年到期亞洲美元債券基金A不配息(美元)(本基金有一定比重投資於非投資等級之高風險債券且配息來源可能為本金),76338398E,3.0,0.12,謝秀瑛,女,淡江大學 財務金融研究所碩士,謝秀瑛,11,1.74,36.76,2020-09-01,
債券型海外債券投資等級,富邦三年到期亞洲美元債券基金A不配息(美元)(本基金有一定比重投資於非投資等級之高風險債券且配息來源可能為本金),76338398E,3.0,0.12,吳立渝,,國立政治大學國際經營與貿易系研究所,吳立渝,4,3.94,24.43,2020-04-10,2020-08-31
債券型海外債券投資等級,富邦三年到期亞洲美元債券基金A不配息(美元)(本基金有一定比重投資於非投資等級之高風險債券且配息來源可能為本金),76338398E,3.0,0.12,黃詩紋,女,淡江大學管理科學研究所碩士,黃詩紋,6,-6.52,-8.93,2019-10-15,2020-04-09
債券型海外債券投資等級,富邦三年到期亞洲美元債券基金B配息(美元)(本基金有一定比重投資於非投資等級之高風險債券且配息來源可能為本金),76338398F,3.0,0.12,謝秀瑛,女,淡江大學 財務金融研究所碩士,謝秀瑛,11,1.74,36.76,2020-09-01,
債券型海外債券投資等級,富邦三年到期亞洲美元債券基金B配息(美元)(本基金有一定比重投資於非投資等級之高風險債券且配息來源可能為本金),76338398F,3.0,0.12,吳立渝,,國立政治大學國際經營與貿易系研究所,吳立渝,4,5.41,24.43,2020-04-10,2020-08-31
債券型海外債券投資等級,富邦三年到期亞洲美元債券基金B配息(美元)(本基金有一定比重投資於非投資等級之高風險債券且配息來源可能為本金),76338398F,3.0,0.12,黃詩紋,女,淡江大學管理科學研究所碩士,黃詩紋,6,-6.5,-8.93,2019-10-15,2020-04-09
債券型海外債券投資等級,路博邁優質企業債券基金N月配型(人民幣)(本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),76864027L,3.0,0.22,黃奕栩,男,國立政治大學金融學系碩士,黃奕栩,9,3.04,25.02,2020-11-19,
債券型海外債券投資等級,路博邁優質企業債券基金N月配型(人民幣)(本基金有一定比重得投資於非投資等級之高風險債券且配息來源可能為本金),76864027L,3.0,0.22,張智堯,女,國立臺灣大學經濟學系,張智堯,2,3.36,12.59,2020-09-26,2020-11-18
